stream,packet_length,timestamp,source_ip,destination_ip,time_difference,direction
0,36,2026-02-13 11:17:23.580210,192.168.56.102,192.168.56.103,0.022955,client to server
0,36,2026-02-13 11:17:23.580814,192.168.56.103,192.168.56.102,0.000604,server to client
0,0,2026-02-13 11:17:23.705239,192.168.56.102,192.168.56.103,0.124425,client to server
0,36,2026-02-13 11:17:23.705241,192.168.56.102,192.168.56.103,2e-06,client to server
0,36,2026-02-13 11:17:23.706389,192.168.56.103,192.168.56.102,0.001148,server to client
0,0,2026-02-13 11:17:23.709142,192.168.56.102,192.168.56.103,0.002753,client to server
0,36,2026-02-13 11:17:23.818293,192.168.56.102,192.168.56.103,0.109151,client to server
0,36,2026-02-13 11:17:23.818764,192.168.56.103,192.168.56.102,0.000471,server to client
0,0,2026-02-13 11:17:23.821129,192.168.56.102,192.168.56.103,0.002365,client to server
0,36,2026-02-13 11:17:23.849032,192.168.56.102,192.168.56.103,0.027903,client to server
0,36,2026-02-13 11:17:23.849613,192.168.56.103,192.168.56.102,0.000581,server to client
0,36,2026-02-13 11:17:23.863032,192.168.56.102,192.168.56.103,0.013419,client to server
0,36,2026-02-13 11:17:23.863494,192.168.56.103,192.168.56.102,0.000462,server to client
0,36,2026-02-13 11:17:23.888937,192.168.56.102,192.168.56.103,0.025443,client to server
0,36,2026-02-13 11:17:23.895100,192.168.56.103,192.168.56.102,0.006163,server to client
0,36,2026-02-13 11:17:23.912647,192.168.56.102,192.168.56.103,0.017547,client to server
0,36,2026-02-13 11:17:23.913069,192.168.56.103,192.168.56.102,0.000422,server to client
0,36,2026-02-13 11:17:23.937620,192.168.56.102,192.168.56.103,0.024551,client to server
0,36,2026-02-13 11:17:23.938797,192.168.56.103,192.168.56.102,0.001177,server to client
0,36,2026-02-13 11:17:23.966887,192.168.56.102,192.168.56.103,0.02809,client to server
0,36,2026-02-13 11:17:23.967344,192.168.56.103,192.168.56.102,0.000457,server to client
